Pump wv (nm):	1960
Probe wv (nm):	1333.7
P in (mW):	6.3
P start(uW):	25.6
P end(uW):	26.7
Pump in: 	W0354
Probe in: 	W0353
Pump out: 	W0355
Probe out:	W0356

delay (fs)	Transmission
266.6666667	0.9956989247
200	1.004301075
133.3333333	0.9655913978
66.66666667	0.9139784946
0	0.8924731183
-66.66666667	0.8193548387
-133.3333333	0.7741935484
-200	0.7462365591
-266.6666667	0.7333333333
-333.3333333	0.7247311828
-400	0.735483871
-466.6666667	0.752688172
