Pump wv (nm):	1958
Probe wv (nm):	1278
P in (mW):	3.6
P start(uW):	24.8
P end(uW):	25.6
Pump in: 	W0285
Probe in: 	W0286
Pump out: 	W0287
Probe out:	W0288

delay (fs)	Transmission
333.3333333	1
266.6666667	1
200	1
133.3333333	0.9800664452
66.66666667	0.976744186
0	0.9601328904
-66.66666667	0.9302325581
-133.3333333	0.8936877076
-200	0.8704318937
-266.6666667	0.8604651163
-333.3333333	0.8576271186
-400	0.8576271186
-466.6666667	0.8593220339
-533.3333333	0.8673469388
