Pump wv (nm):	1958
Probe wv (nm):	1216
P in (mW):	2.7
P start(uW):	25.4
P end(uW):	25.4
Pump in: 	W0248
Probe in: 	W0249
Pump out: 	W0250
Probe out:	W0251

delay (fs)	Transmission
266.6666667	0.9966101695
200	0.9966101695
133.3333333	0.993220339
66.66666667	0.986440678
0	0.9559322034
-66.66666667	0.8881355932
-133.3333333	0.786440678
-200	0.7016949153
-266.6666667	0.6677966102
-333.3333333	0.6644067797
-400	0.6711864407
-466.6666667	0.6847457627
-533.3333333	0.6983050847
